Title,Post date,Application Deadline,Issues,Institution(s),Other Organization(s),URL,Body,All terms
"Two Profs, Environmental Building Technology, U Michigan",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://chronicle.com/jobs/0000610093-01,"The University of Michigan A. Alfred Taubman College of Architecture and Urban Planning has announced plans to make two professorial appointments in environmental technology. One position is tenured or tenure-track faculty member in environmental building technology that will have a focus on passive and active building performance, energy-efficient building, and building systems integration. The second position is a tenure-track assistant professor in environmental building technology that will have a focus on sustainable building environments. Desirable candidates will have complimentary expertise in one or more of the following areas: sustainable design, energy efficient construction incorporating green materials, and ecological air- and water-handling systems. The demonstrated ability to conduct research and contribute to doctoral studies in this area is desired for both positions. Candidates for either position should have a record of teaching, scholarship, publication, and/or related professional experience. A Ph.D. is desirable. Review of applications will begin January 2, 2010 with interviews planned for February and March 2010.",Jobs & Internships
"Asst Professor, Sustainability & Renewable Energy, U Louisville",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://chronicle.com/jobs/0000611102-01,"The Department of Mechanical Engineering at the University of Louisville (KY) invites applications for one tenure track assistant professor position in the area of sustainability and renewable energy.  Applicants should have an earned doctorate in mechanical engineering or a related field prior to the start date.  Applicants should demonstrate an ability to establish a program of externally-supported research and mentor doctoral students in their research area.  Preferred areas of expertise include, but are not limited to, active and passive solar space conditioning, sustainable building technology, solar thermal power, photovoltaics, energy storage, wind energy, biofuels and hydropower.  Review of applicants will begin on December 15, 2009.",Jobs & Internships
"Asst Prof, Environmental Science & Justice, Washington State U Vancouver",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://chronicle.com/jobs/0000609739-01,"The Science Programs at Washington State University, Vancouver invite applications for a tenure-track assistant professor position in environmental science and justice.  The University seeks candidates whose research focuses on scientific issues that disproportionately affect populations along cultural, economic, and/or racial boundaries.  Required qualifications include a Ph.D. in a scientific discipline, research addressing environmental justice issues, and the ability to establish an externally funded research program.  Teaching duties may include undergraduate and graduate courses, plus mentoring graduate students and directing graduate student research.  Review of completed applications will begin on November 15, 2009 and continue until the position is filled.",Jobs & Internships
"Asst Professor, Environmental Science, Alfred U",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://chronicle.com/jobs/0000611189-01,"Alfred University's (NY) College of Liberal Arts and Sciences invites applications for a tenure-track assistant professor in environmental science beginning August 2010. Responsibilities will include teaching introduction to environmental sciences, research methods, data analysis, and special topics related to a particular interest and experience.  Expertise in conservation biology, ecology, or natural resources is preferred, but other areas of environmental science will be considered.  Review of applications will begin November 2, 2009 and continue until the position is filled.",Jobs & Internships
"Adjunct Faculty Positions, Presidio School of Management",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://chronicle.com/jobs/0000610160-01,"Presidio School of Management (CA) is seeking several adjunct faculty positions for courses across the curriculum, with particular emphasis in economics, marketing, human resources, finance, accounting, and capital markets.  Qualifications include a doctoral degree in the field of management, public policy, economics, or related interdisciplinary fields such as environmental science, sustainable systems, or sustainable design.  Candidates should also have a critical understanding of the relationship between the course subject, systems, and sustainability.",Jobs & Internships
"Adjunct Position, Environmental Science, Everest College",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175392502,Everest College (MO) is seeking an adjunct instructor to teach environmental science. The position requires teaching and maintaining all aspects of instructing a class in environmental science. Qualified candidates should have a master’s degree in environmental science and teaching experience is preferred. The position is open until filled.,Jobs & Internships
"Instructor, Environmental Science, Brookdale CC",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175392854,"Brookdale Community College (NJ) invites applications for an environmental science instructor to begin September 2010. The College seeks colleagues who have a commitment to working with a diverse student population, collaborative learning, using technology in the classroom, and distance education. This is a full-time, 10-month, tenure track position. The successful candidate will be responsible for teaching environmental science courses. A master's degree in environmental science, marine biology, or oceanography is required. Applications are due by December 15, 2009.",Jobs & Internships
"Director of Sustainability, U Notre Dame",Jul 29 2010 - 5:57pm,"October 5, 2009",10/05/09,,,https://jobs.nd.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1254486725953,"The University of Notre Dame (IN) is seeking a director of sustainability.  Reporting to the vice president for business operations, the new director will build institutional learning capacities to support continuous improvement in building design and operations, landscaping, procurement, energy and water conservation, waste disposal and recycling, and service provision. The ultimate goal will be to enact significant behavior change in individuals and departments through the implementation of tested sustainability practices.  A bachelor's or master's degree is required, as is 10 years of related experience.  The position is open until filled.",Jobs & Internships
"Prof, Sustainable Energy, South Dakota School of Mines & Technology",Jul 29 2010 - 5:57pm,"October 12, 2009",10/12/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175394801,"The Department of Mechanical Engineering at the South Dakota School of Mines and Technology invites applications for the Pearson Endowed Professorship in Sustainable Energy. Qualifications include an earned PhD degree in mechanical engineering, or a closely related discipline, a national reputation in energy sustainability, extensive experience in teaching and research, demonstrated experience in developing and enhancing industrial partnerships and economic development, and demonstrated leadership. The successful candidate will conduct research and develop curriculum with an emphasis on energy sustainability including availability of energy resources; technologies required to develop, distribute, and generate power; alternative and sustainable energy sources; and the best technologies and management practices for dealing with utilization efficiency and conservation of energy. The position is open until filled.",Jobs & Internships
"Chair, Master of Arts Program in Env'l Studies, Prescott College",Jul 29 2010 - 5:57pm,"October 12, 2009",10/12/09,,,http://www.prescott.edu/employment/index.php?action=viewSummary&jobID=18,"Prescott College (AZ) invites applications for a position as the chair of the Master of Arts Program in Environmental Studies. The successful candidate should be able to provide program development leadership and academic direction for the program as a whole.  This will include such activities as overseeing academic aspects of the graduate program in environmental studies including overseeing the work of associate faculty in a collegial atmosphere; working with the MAP program director and graduate dean on recruiting, managing, and evaluating associate faculty; and working with the associate faculty on matching students with graduate advisors, identifying readers of qualifying papers and M.A. theses, and conducting outcomes assessment reviews.  Preference will be given to candidates whose work demonstrates the ability to apply quantitative and/or natural science methodologies within the interdisciplinary field of environmental studies, and who have the administrative and academic experience to serve successfully.  Review of applications will begin December 1, 2009.",Jobs & Internships
"Graduate Associate Faculty, Env'l Studies, Prescott College",Jul 29 2010 - 5:57pm,"October 12, 2009",10/12/09,,,http://www.prescott.edu/employment/index.php?action=viewSummary&jobID=16,"Prescott College (AZ) invites applicants for part-time, 12 month adjunct graduate associate faculty positions in the Master of Arts Program in Environmental Studies. Applicants should demonstrate a commitment to community action, a collaborative approach to education, an ability to mentor and advise students, and the entrepreneurial spirit to develop and support program areas appropriate to the College's mission.  The primary responsibilities involve supporting and evaluating student learning: advising graduate students; guiding and evaluating student program development and learning outcomes; assigning graduate advisors; supervising programs of study; delivering hybrid online core curricula; participating in residential curricular activities; and cultivating relationships with mentors, advisors, and organizations.  The position is open until filled.",Jobs & Internships
"Faculty Position, Intl Energy & Env'l Policy, U Texas Austin",Jul 29 2010 - 5:57pm,"October 12, 2009",10/12/09,,,http://chronicle.com/jobs/0000611471-01,"The Center for International Energy and Environmental Policy (CIEEP) at The University of Texas at Austin is seeking candidates for a tenure-track faculty position who will conduct policy relevant research through CIEEP. The person in this position will teach and carry out other normal faculty responsibilities in the home department. General areas of interest sought include energy systems economics or modeling, energy policy, geoscience aspects of energy and environmental resource systems, water resources, and energy conversion and storage. Qualifications should be commensurate with rank and a Ph.D is required. Candidates should have potential for excellence in research and teaching at both the graduate and undergraduate levels and demonstrate excellent communication skills.  Review of applications will begin on October 12, 2009.",Jobs & Internships
"Director of Sustainability, Onondaga CC",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.sunyocc.edu/about.aspx?id=22748,"Onondaga Community College (NY) is seeking a professional to fill the roll of director of sustainability.  The candidate will be responsible to advance OCC's efforts in sustainability by working with senior officers, administrators, faculty, staff, and students to provide: the knowledge, skills, and motivation that will integrate sustainability values and practices into the College’s strategic planning processes; the management of its resources and operations; facilities planning and design; the curriculum; and the extra-curricular life of the College. The director of sustainability will develop a strategy to embed principles of sustainable prosperity in all of the College’s roles—as a place of learning, a business enterprise, and a member of the local community. A bachelor's degree is required.  Review of applications will continue until the position is filled.",Jobs & Internships
"Dir, Ctr for Sustainable Practices, Vermont Technical College",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175395425,"Vermont Technical College is seeking applicants for the position of director of the Center for Sustainable Practices (CSP). The director will provide leadership and direction and manage the activities of the statewide CSP and coordinate the program activities with other agencies and organizations. S/he will also work with academic and administrative personnel engaged in sustainable technology and practices and work to develop new program and curriculum in the area of sustainability; direct day-to-day operations of the Center to guide business and operational aspects of the organization; develop and administer the Center's operating budget; and oversee the preparation of RFPs, project contracts, and memorandums of understanding with clients and service providers. The successful candidate will also initiate, develop, and maintain contacts with a broad range of agencies, organizations, and individuals to develop partnership supports. There will be considerable travel both in-state and outside of Vermont. This is a partially grant funded position. The position is open until filled.",Jobs & Internships
"Sustainability Coordinator, Dining Services, Boston U",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.aramark.com/careers/,"Boston University (MA) Dining Services is seeking a sustainability coordinator.  The successful candidate should have the ability to lead change and influence current business practices, define new brand elements, develop tactics to support strategy, and be responsible for the management of environmental awareness.  The coordinator will work with Aramark Higher Education and its partners to enhance new brand concepts at retail and provide sustainability guidance defining standards, operating practices, and marketing strategy and tactics.   A bachelor's degree in marketing, business management, architectural or project management is preferred as is previous food related marketing experience.",Jobs & Internships
"Assistant Manager, Office of Sustainability, Princeton U",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175395697,"Princeton University (NJ) is accepting applicants for the position of assistant manager in the Office of Sustainability. The assistant manager will help the manager with major projects, research, analysis, and writing. The manager will represent the office on university committees or working groups, support or manage cross-university projects, and help the Office strengthen the integration of sustainability efforts in all areas. The assistant manager will be responsible for developing sustainability performance tracking tools (both qualitative and quantitative), coordinating with the Sustainability Working Groups to evaluate current programs and enhance performance, helping to develop and manage communications efforts across various print and web media, supporting the Princeton Environmental Network (student environmental leaders), developing the Sustainability Ambassador Program, managing student interns and special projects, representing the Office at campus events, and serving on working committees. The position is open until filled.",Jobs & Internships
"Prgm Dir, Sustainability Studies in Eng and Technology, U California Berkeley Extension",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://extension.berkeley.edu/work/jobs2.html#eng,"The University of California, Berkeley Extension Department of Engineering and Technology is seeking a program director to manage courses, contracts, and curricula in the engineering and technology fields including a large portion of which is focused on sustainability.  The successful candidate will be responsible for the academic quality of the programs, the development of new courses and curricula, and evaluation and oversight of current courses and instructor performance.  The candidate should possess a graduate degree in either engineering, information systems, or technology or the equivalent and at least three years of recent experience working in engineering, IS, or technology.",Jobs & Internships
"Assistant Prof, Sustainability and Water Resources, U Iowa",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175395324,The University of Iowa is accepting applicants for the position of assistant professor of sustainability and water resources in the Department of Geography. The position is part of a significant university-wide sustainability initiative that seeks to build interdisciplinary faculty expertise in this emerging area. The University seeks an individual with research interests in surface water resources and a particular interest in connections between sustainable water resources and either global climate change or sustainable energy production. The position is open until filled.,Jobs & Internships
"Assistant/Associate Prof, Env'l Studies, Goucher College",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175396253,"Goucher College (MD) invites applications for a new endowed chair in environmental studies. The College is seeking a natural scientist with a strong interdisciplinary background in environmental science or environmental studies. Individuals with experience in global change research are preferred. Areas of expertise may include some combination of earth science, geosciences, climate science, atmospheric science, or ecology. The individual will serve as director of environmental studies, an interdisciplinary program spanning the social and natural sciences. Teaching responsibilities include interdisciplinary core courses and upper-level courses in area of expertise. Competitive candidates should be able to establish a research program that includes undergraduate participation. The position is open until filled.",Jobs & Internships
"Solar Solution Interns, Solar College Initiative",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.idealist.org/if/i/en/av/Internship/143321-262/c,"Solar College Initiative (SCI) seeks highly self-motivated, well-organized interns capable of working independently from their own desktops anywhere in the United States. SCI’s team of experts assists individual colleges and universities to assess their needs, build stakeholder support, develop requests for proposals, and negotiate the various avenues of financing to find a solution that best suits the needs of the institution. The solar solutions interns will work directly, via telecommute, with SCI's director of campus solutions and technical director to process campus-specific data, produce and edit campus-specific deliverables, and assist in the development and execution of campus solar solutions. The position is available immediately.",Jobs & Internships
"Public Relations Intern, Sustainability Office, North Carolina State U",Jul 29 2010 - 5:57pm,"October 19, 2009",10/19/09,,,http://www.ncsu.edu/sustainability/printern.php,"The North Carolina State University Sustainability Office invites applicants for a public relations intern.  The successful candidate will support the Outreach and Communications team for the University Sustainability Office in their efforts to promote events, achievements, and actions by NCSU in regards to sustainability.  The intern will gain experience in branding, marketing, public relations, and public speaking. The publicity intern will assist in all aspects of daily publicity duties including, but not limited to: updating social networking sites; mitigating two sites into one; updating multiple web sites; maintaining and updating publicity resources and databases; acting as a liaison with certain campus groups; designing, ordering, and organizing press and event materials; and gathering program information and metrics.  Candidates who demonstrate a genuine interest in, and knowledge of, sustainability and/or energy conservation are preferred.",Jobs & Internships
"Director of Sustainability, Hofstra U",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://www.hofstra.edu/About/Jobs/jobs_careers_at_hofstra.cfm?jobType=Admin,"Hofstra University (NY) invites applications for the position of director of campus sustainability.  Reporting to the University's vice president for facilities and operations, the director will operate across administrative and academic areas of the University.  She/he will implement Hofstra's sustainability policy mitigating the University's environmental impact and assist University community members with integrating sustainability into all aspects of campus operations.  The successful candidate is required to hold a bachelor's degree in engineering, architecture, environmental planning, or a related field. A master's degree, at least five years of experience in sustainability or environmental technology, and past employment in higher education are preferred. Applications will be accepted until the position is filled.",Jobs & Internships
"Vice President, Sustainability & Energy Initiatives, Cuyahoga CC",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175397608,Cuyahoga Community College (OH) is accepting applications for the position of Vice President of Sustainability and Energy Initiatives. The Vice President provides executive guidance and strategic direction for sustainability and energy initiatives by working through the College's Workforce and Economic Development and Academic Affairs divisions. A master's degree in a scientific or engineering discipline is required.  The position is open until filled.,Jobs & Internships
"Manager, Utilities, Energy and Sustainability, U West Florida",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://chronicle.com/jobs/0000612835-01,"The University of West Florida invites applications for a manager of utilities, energy, and sustainability. Minimum requirements include a master's degree in an appropriate area of specialization and two years of appropriate experience or a bachelor's degree in an appropriate area of specialization and four years of appropriate experience. The deadline to apply is October 27, 2009.",Jobs & Internships
"Sustainability & Energy/Water Conservation Coord, Stanford U",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175396676,"Stanford University (CA) is seeking a candidate for the position of sustainability and energy/water conservation coordinator. The coordinator will be a member of the Housing Planned and Sustainability Projects (HPSP) professional staff that reports to the assistant director for HPSP. The coordinator will provide leadership and support for all sustainability and green building initiatives throughout Student Housing (SH), plan and market outreach programs to students and staff, develop and maintain sustainability indicators for SH (energy and natural resource use, waste generation and recycling volumes, number of awareness activities), provide design and project management oversight for energy and water conservation projects; develop standards and specifications for sustainable design and construction, implement advanced metering and control systems for SH facilities; and provide technical assistance to other SH groups. A bachelor's degree in engineering, architecture, environmental science, or a related field is required, as is a minimum of five years of work experience in the fields of sustainability and/or education.",Jobs & Internships
"Chaired Professorship, Energy Sources & Systems, Rensselaer Polytechnic Institute",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175397536,"Rensselaer Polytechnic Institute (NY) is accepting applications for a tenure-track or senior faculty position in the area of energy sources and systems. To be considered at the tenure track level, candidates should be able to exhibit, through their accomplishments, promise of future distinction in scholarship and education. Candidates will be expected to conduct research and teach in one or more of the following areas: energy systems and smart grids, renewable and sustainable energies, and energy conversion. The position is open until filled.",Jobs & Internships
"Faculty/Chair, Env'l Studies & Biology, Warren Wilson College",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://chronicle.com/jobs/0000612975-01,"Warren Wilson College (NC) seeks conservation biologists to fill one or possibly two faculty positions in the departments of Environmental Studies and Biology. Applications will be accepted either at the senior level from those who would act as chair of the Environmental Studies Department or at more junior faculty levels. Responsibilities will include teaching four or five courses per year (fewer if department chair), undergraduate research advising for 3-5 students per year, and academic advising within the conservation biology concentration. The candidates should be competent in and willing to teach courses such as Conservation and Wildlife Biology, Ecology, Introduction to Environmental Studies, General Biology, Research Design, First Year Seminar, and Study Abroad, as well as upper division courses in the candidate's specialty. Experience in sustainability education is desirable. For those applying for Department Chair, a record of equivalent administrative leadership and a commitment to a collaborative leadership style is expected. The review of applications will begin November 20, 2009.",Jobs & Internships
"Assistant Professor, Geography & Env'l Studies, U Hawai’i Hilo",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175397642,"The University of Hawai’I, Hilo is seeking applicants for a tenure-track position of assistant professor of geography and environmental studies. This position will teach undergraduate/graduate courses in human geography and environmental studies/science with a focus on geographies of nature and society, sustainability studies, and development. The position will also engage in scholarly research and grant procurement, advise students, and participate in departmental governance and related university and community service. A Ph.D. in Geography or a related field is required, as is teaching experience in the relevant areas and a record of research in geographies of nature and society.  The application deadline is December 31, 2009.",Jobs & Internships
"Assistant/Associate Prof, Env'l Studies & Sciences, Ithaca College",Jul 29 2010 - 5:57pm,"October 26, 2009",10/26/09,,,https://apply.icjobs.org/applicants/jsp/shared/frameset/Frameset.jsp?time=1256152380901,"The Ithaca College (NY) Department of Environmental Studies and Sciences invites applications for a full-time, tenure-eligible assistant or associate professor position to teach a required physical and cultural geography course for majors, an upper level course in Topics in Geography and Planning, and other geography courses to meet the needs of the department and College beginning August 16, 2010. Ithaca seeks a faculty colleague who has a strong commitment to teaching, the ability to involve undergraduate students in research projects, and the capability to focus on geography as a discipline within the larger context of the environment. Ideal candidates will be able to weave together cultural, political, and ecological systems as they relate to changing geography, and demography. Appropriate research areas and training include (but are not limited to) cultural geography, urban and regional planning, and spatial analysis. International and/or cross-cultural perspectives are desirable. Applications from candidates who bridge two disciplines are particularly welcome.  Review of applications will begin November 15, 2009 and will continue until the position is filled.",Jobs & Internships
"Director, School of Global Sustainability, U South Florida",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175398795,"The University of South Florida is seeking a director for the School of Global Sustainability to fill a full-time, 12-month tenured full professor position with benefits. Candidates should have an outstanding international reputation and recognition for interdisciplinary research and scholarly activities in sustainability.   Job duties include curriculum development, student recruitment, and the building and managing of an integrated, interdisciplinary faculty team to conduct research, education, and outreach in the area of global sustainability. Academic appointment will be as a tenured full professor in a university academic department consistent with the candidate's background. A doctorate in a sustainability-related discipline is required.  Applications should be submitted by January 7, 2010.",Jobs & Internships
"Director of Sustainability, Bunker Hill CC",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175399074,"Bunker Hill Community College (MA) is seeking a director of sustainability. Reporting directly to the president and serving as a member of the president's executive staff, the director will lead BHCC's efforts to fulfill the American College & University Presidents' Climate Commitment, engage the college community to refine a climate action plan, and meet institutional targets for carbon neutrality. The director will work with the faculty to coordinate the development of a sustainability curriculum for the College. Qualifications include a master's degree, preferably in environmental studies or a closely related field. A minimum of two years experience in sustainability, energy conservation, environmental management, or facilities management is preferred. The position will remain open until filled.  To ensure full consideration, application materials should be received by December 4, 2009.",Jobs & Internships
"ED, Wisconsin Inst for Sustainable Technologies, U Wisconsin Stevens Point",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175398858,"The University of Wisconsin, Stevens Point is seeking applicants for an executive director of the Wisconsin Institute of Sustainable Technologies (WIST). The director will serve as the top administrative officer of the WIST, providing leadership and administrative oversight to all aspects of the Institute's operations including budget, finance, programs, personnel, facilities, and equipment. Serving as the WIST administrative leader, the executive director will head the administrative team in the development and operation of appropriate mission-based short- and long-term business plans. The executive director will provide administrative oversight relevant to the three divisions of WIST (Education, Research, and Services). S/he will take a lead role in establishing public relations, networking, and collaborative efforts that lead to acquisition of grants and contracts or service revenue that support the continued operations of the Institute. Applicants should have a Ph.D. with a minimum of five years of experience or other terminal degree with a minimum of eight years of experience. The review of applications will begin January 5, 2010.",Jobs & Internships
"Faculty, Architecture, Urban Planning, & Sustainable Design, New York U",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://chronicle.com/jobs/0000613322-01,"The New York University Gallatin School of Individualized Study invites architects, designers, practitioners, or scholars with an interest in the history of sustainable design to apply for a full-time teaching position to commence on September 1, 2010, at the rank of clinical assistant or associate professor. The ideal candidate will have professional training in architecture and urban planning and interest in sustainable design, environmentalism and urban studies, social responsibility in design, and how urban planning and sustainable architecture can shape environmental policy. NYU seeks practitioners with a strong record of public and/or scholarly research and writing and experience working with local or national communities on sustainable design and environmental planning. Candidates should have some college-level teaching experience; the ideal candidate will have significant undergraduate teaching experience and some familiarity with advising individualized research programs. A strong interest in interdisciplinary teaching in a diversity of fields reaching into the traditional humanities or social sciences is necessary. Review of applications will begin December 1, 2009, and continue until the position is filled.",Jobs & Internships
"Assoc Prof, Sustainability of Rural Landscapes, Michigan State U",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://www.kbs.msu.edu/images/stories/SOC-KBS_Senior_faculty_position_description_Oct09v2.pdf,"Michigan State University (MSU) seeks to fill an associate professor faculty position in the area of sustainability of rural landscapes.  The successful candidate should be a sociologist with expertise in environmental science and the relationships between ecology, technology, social change, and policy. The position will enhance interdepartmental research in the Department of Sociology (SOC) at MSU, with particular focus on strengthening social science research at the Kellogg Biological Station (KBS). This position will be shared between the Department of Sociology and KBS, with the tenure home in the Department of Sociology.  The position will include a research appointment supported by the Michigan Agricultural Experiment Station (MAES). Applicants should have a Ph.D., preferably in Sociology, with research and teaching accomplishments appropriate for tenure and a rank of associate professor of sociology. Preference will be given to individuals with interdisciplinary research experience that can strengthen the research programs in agriculture and food systems at KBS and Sociology. International experience or demonstrated interest in international regions is an advantage. Review of applications will begin November 30, 2009.",Jobs & Internships
"Two Post-Doctoral Fellowships, Env'l Studies, Williams College",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://chronicle.com/jobs/0000613623-01,"The Program in Environmental Studies at Williams College (MA) invites applications for two post-doctoral fellowships in environmental studies to begin July 1, 2010. The College welcome applications from candidates who will have their PhD. in hand by the start date or who have completed their PhD. within the last five years. Williams seeks candidates trained in the humanities or social sciences to contribute to the curriculum and vitality of an interdisciplinary program. The position requires vision and initiative. Relevant fields include, but are not limited to: literature, art history, religion, anthropology, philosophy, history, and food studies. An international focus is also highly desirable. The position is open until December 31, 2009.",Jobs & Internships
"Post-Doctoral Fellowship, Env'l Studies, Lafayette College",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175398575,"Lafayette College (PA) invites applications for a two-year postdoctoral fellowship in environmental studies. The College seeks an enthusiastic individual who can build upon his or her disciplinary expertise to assist Lafayette in shaping and developing its new programs in environmental studies. The post-doctoral fellow will help the College to develop a program that will help equip the next generation of citizens and leaders with the humanistic and technical skills to understand environmental challenges and make informed decisions that will shape a more viable world. A significant grant from the Mellon Foundation provides the College with the support necessary to develop curricular and extracurricular programs in environmental studies that extend beyond the classroom. The candidate should have a teaching and research focus in the arts, humanities, or social sciences in emerging areas of environmental studies such as: environmental law, environmental policy, environmental justice, the environment in literature and the arts, or global environmental issues. A faculty mentor will work with the post-doctoral fellow in course development and research pursuits to help them develop their skills as a new faculty member. The position is open until December 15, 2009.",Jobs & Internships
"Faculty Position, Environmental Policy, Santa Clara U",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,http://chronicle.com/jobs/0000613759-01,"The Environmental Studies Institute at Santa Clara University (CA) invites applications for a tenure-track assistant professor position in environmental policy for fall 2010. Applicants should have a Ph.D. (completion required by the time of appointment) in environmental studies or a related field. The successful candidate will conduct research in one of the following areas: U.S. environmental policy, international environmental policy, environmental justice, urban planning, agricultural policy, or energy policy. The position is open until November 15, 2009.",Jobs & Internships
"Campus Sustainability Coordinator, Loyola Marymount U",Jul 29 2010 - 5:57pm,"November 2, 2009",11/02/09,,,https://jobs.lmu.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1256751101191,"Loyola Marymount University (CA) seeks applicants for the position of campus sustainability coordinator. Reporting to the director of plant operations, the successful applicant will encourage environmental stewardship; promote campus sustainability efforts; and be responsible for integrating, coordinating, and reporting sustainable principles, goals, and standards, including specific areas of the American College & University Presidents' Climate Commitment. Qualifications include two years of hands on experience implementing environmental or sustainability programs or five years in a related field. Experience in an academic setting is preferred. Applications are currently being accepted.",Jobs & Internships
"Program Associate, ACUPCC, Second Nature",Jul 29 2010 - 5:57pm,"November 9, 2009",11/09/09,,,http://secondnature.org/EmploymentOpportunities.html,"Second Nature is accepting applications for the position of program associate for the American College & University Presidents’ Climate Commitment (ACUPCC) program. The program associate will serve as the primary point of contact for colleges and universities that have signed the ACUPCC and provide administrative and technical assistance to these schools related to reporting requirements, greenhouse gas inventories, and climate action planning.  A strong technical background in greenhouse gas measurement and mitigation strategies and excellent customer service skills are required.  The Program Associate will also conduct research on various aspects of climate change mitigation and participate in a variety of team activities including statistical analyses of greenhouse gas emission inventories and climate action plans, preparation of the ACUPCC annual report, and development and maintenance of the online reporting system.  A master's degree in sustainability or a related field with a minimum of one year related professional experience is required, as is director knowledge of and experience using the Clean Air-Cool Planet Campus Carbon Calculator.  The expected start date for this position is January 4, 2010, and the posting will remain open until filled.",Jobs & Internships
"Green Campus Program Associate, Alliance to Save Energy",Jul 29 2010 - 5:57pm,"November 16, 2009",11/16/09,,,http://ase.org/content/article/detail/6254,"The Alliance to Save Energy is seeking a full-time program associate in its Oakland, CA, office to assist with implementation of the Green Campus Program. Candidates should have exceptionally strong written and oral communication skills, along with experience in project planning and implementation, public speaking, event planning, and meeting facilitation. In addition, the program associate should be a self-starter who can juggle multiple tasks with minimum supervision and guidance and should also have a good eye for detail and, at the same time, be capable of seeing the bigger picture. Experience working with campus sustainability initiatives is desirable, and a familiarity with energy efficiency technologies is a definite plus.  The first review of applications will begin November 20, 2009, and the position will remain open until filled.",Jobs & Internships
"Curriculum Coord, MassGREEN Institute/Clean Energy Ctr, Springfield Technical CC",Jul 29 2010 - 5:57pm,"November 16, 2009",11/16/09,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175400921,Springfield Technical Community College (MA) invites applications for the position of curriculum coordinator of the MassGREEN Institute and Clean Energy Center. Candidates should have a successful 3-5 year track record in the green energy sector with an emphasis on post-secondary workforce development and related business and industry training. Candidates should also have proven experience in partnership development and curriculum development and implementation. A minimum of a four-year degree is required; a Master's degree in education or environmental sustainability science is preferred.  The position is open until filled.,Jobs & Internships
