Title,Post date,Date; time,Issues,Institution(s),Other Organization(s),URL,Body,All terms
Sustainability Strategies for Managing Private Educational Facilities,2011-10-27,"Nov. 8, 2011; 11:30 a.m. Central",11/1/2011,,Automated Logic,http://www.automatedlogic.com/files/documents/invite-nov-8-l-l-revised-version-pdf.pdf/,"Automated Logic will host this educational seminar for private education facility professionals. Presented by Crown College's (MN) director of facility management service, participants will learn how to prioritize ""low hanging fruit"" opportunities and understand their return on investment; how to get administrators on board and keep energy savings in the department; and how to share sustainability stories with administrators, staff and students.",Events
Global Social Business Summit Academia Meeting,2011-10-27,"Nov. 9, 2011",11/1/2011,,Grameen Creative Lab,http://www.grameencreativelab.com/academia_meeting.html,"The Grameen Creative Lab will host the first Academia Meeting a day prior to its second Global Social Business Summit. The meeting will bring together social business academics from institutions in Japan, Singapore, Scotland, France, Germany, Italy, Thailand and the U.S. to share best practices, initiatives and results. Also scheduled before the summit is the Young Challenger Meeting, where young leaders are invited to network and discuss the concept of social business.",Events
EPA Green Power Partnership Webinar,2011-11-3,"Nov. 10, 2011; 1:00 p.m. Eastern",11/8/2011,U.S. Environmental Protection Agency,,https://www2.gotomeeting.com/register/327875130,"Colleges and universities that are interested in working with a renewable energy project developer are encouraged to attend the U.S. Environmental Protection Agency's ""Aligning Green Power Partners with New Renewable Energy Projects"" pilot webinar. With nine short project presentations from renewable energy developers, the webinar will provide a forum for attendees to learn about new, not-yet-built renewable energy projects that may align with their energy, environmental and financial objectives.",Events
AASHE Webinar: 'Moving to Deep Green',2011-10-24,"Nov. 10, 2011; 2:00 p.m. Eastern",11/8/2011 11/1/2011 10/25/2011,Ashley McGraw Architects,,https://www2.gotomeeting.com/register/464667202,"""Moving to Deep Green: Case Studies in Shifting Thinking and Expectations"" will examine the specific design strategies used in educational building projects ranging from LEED-certified to net zero, and discuss the lessons learned from both a technical and organizational standpoint. Presenters will also look at the roles of behavioral and organizational change within the educational environment by exploring Ithaca College's (NY) experience with occupying and maintaining sustainable facilities.  This webinar is sponsored by AASHE Business Supporter member Ashley McGraw Architects P.C. The event is free, but attendees must register.",Events
Tree Campus Canopy Summit,2011-10-28,"Nov. 14, 2011",11/1/2011,Arbor Day Foundation,,http://www.arborday.org/shopping/conferences/brochures/pcf/2011/summit.cfm,The Arbor Day Foundation will present this summit during the Partners in Community Forestry national conference. Attendees will hear from experts on topics related to the strategic care and management of trees on college and university campuses including tree maintenance and preservation; campus tree advisory committees; wood decay and insect problems; campus/community collaboration; and the Tree Campus USA national recognition program.,Events
STARS Webinar: STARS and AASHE Curriculum Initiatives,2011-10-27,"Nov. 15, 2011; 2:00 p.m.",11/1/2011,,AASHE,https://stars.aashe.org/pages/news-events/stars-webinars/2011-stars-webinars.html#curriculum,"This webinar will look at higher education's unique positioning for advancing sustainability and the importance of integrating sustainability into the curriculum. The presenters will detail AASHE's curriculum resources and how they relate to STARS, and explore Educating for Sustainability strategies and emerging best practices.",Events
Community College Sustainability Webinar: Student Engagement,2011-11-9,"Nov. 16, 2011; 1:00 p.m. Eastern",11/15/2011,Johnson County Community College,,http://blogs.jccc.edu/sustainability/events/webinars/,"Hosted by Johnson County Community College (KS), the November installment of the Community College Sustainability Webinar series will look at engaging students in sustainability at community colleges, where students tend to spend little time on campus. The webinar will include the results of a recent survey held at Johnson County Community College regarding student attitudes towards sustainability.",Events
NWF Campus Ecology Webinar: Sustainability in the Curriculum,2011-09-7,"November 17, 2011; 2:00 - 3:30 p.m.",11/8/2011,National Wildlife Federation,,http://online.nwf.org/site/Calendar?id=104624&view=Detail,"As part of its Greener Campus Conference series, National Wildlife Federation's Campus Ecology program will host the webinar, ""Sustainability in the Curriculum: successful strategies for integrating sustainability into the curriculum."" The series invites leading practitioners to speak on conservation and other sustainability topics, with a forum for questions and discussion. Each webinar features three to four speakers.",Events
AASHE Webinar: Large-Scale Campus Solar Projects,2011-10-31,"Nov. 17, 2011; 2:00 p.m. Eastern",11/8/2011 11/1/2011,AMSOLAR International,,https://www2.gotomeeting.com/register/162501778,"This webinar will detail the process of a 25-year Power Purchase Agreement between AMSOLAR and the University of San Diego, which is expected to generate up to 15 percent of the university’s peak energy needs. In relation to Power Purchase Agreements, participants will learn strategies to overcome the challenges of implementation; different ways to implement a large-scale solar project on campus; and the importance of utilizing partnerships to educate students and engage the broader community. This webinar is sponsored by AASHE Business Leader member AMSOLAR. The event is free, but attendees must register.",Events
ACUPCC Webinar: What to Expect in Submitting Progress Reports,2011-11-3,"Nov. 17, 2011; 2:00 p.m. Eastern",11/8/2011,Second Nature,,https://www1.gotomeeting.com/register/151209864,"More than 400 American College & University Presidents' Climate Commitment (ACUPCC) signatories are due to submit a Climate Action Plan (CAP) progress report in January 2012. In preparation, this Second Nature webinar will share the process and rationale in creating the progress report form, and walk through the content and data fields to ensure that institutions are prepared to report their CAP progress.",Events
